Артикул;Наименование;Номенклатура;Баркод;ТМ;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;08-April-2024;Остаток;Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения;Себестоимость;Цена до скидки;Скидка;Цена;Комиссия в рублях;НДС;Налог на прибыль;Налог;Прибыль;Наценка;Процент налога
A1606;Эспандер  пружинный 150 lb;163498549;4637134489706;Shark Fit;1;3;0;1;0;3;1;0;1;1;0;0;1;1;1;0;0;2;1;0;2;0;0;1;1;5;1;3;1;3;3;2;0;2;2;2;3;0;5;3;2;2;2;1;3;3;0;1;0;464;Эспандеры;18;54.0;0.32;176.58;580.0;19.0;469;98.49000000000001;23.321666666666673;22.61816666666666;45.93983333333333;90.47266666666663;51.24;9.795273631840796
A1609;Эспандер  пружинный 300 lb;160714738;4637878956359;Shark Fit;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;1;0;0;2;2;0;0;1;1;0;2;2;1;0;0;0;1;1;0;0;1;0;0;0;0;288;Эспандеры;18;54.0;0.32;171.87;521.0;16.0;437;91.77;19.893333333333338;19.237833333333327;39.131166666666665;76.95133333333334;44.77;8.954500381388252
B0207;Бусины 8мм, красный;162236590;4639493396923;JewelryMeverly;8;5;4;5;4;4;6;3;2;2;6;4;1;5;1;7;2;8;7;2;4;3;6;3;7;6;4;6;3;4;4;2;0;5;4;3;2;1;5;3;2;2;5;3;5;3;1;3;5;305;Бусины;17;54.0;0.32;236.52;830.0;12.0;730;146.0;48.913333333333334;47.81833333333335;96.73166666666668;191.27333333333334;80.87;13.250913242009133
A1610;Эспандер  пружинный 350 lb;160714739;4637887557387;Shark Fit;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;3;2;0;0;1;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;2;2;1;1;0;1;281;Эспандеры;18;54.0;0.32;176.58;529.0;18.0;433;90.93;18.581666666666663;17.93216666666666;36.513833333333324;71.72866666666663;40.62;8.432755966127788
A1607;Эспандер  пружинный 200 lb;160714734;4637549358345;Shark Fit;1;0;2;0;4;1;2;1;1;2;1;1;1;1;0;0;1;1;2;1;0;0;2;4;3;1;2;4;3;0;4;3;5;5;1;3;4;3;0;2;2;2;2;1;1;0;2;5;2;466;Эспандеры;18;54.0;0.32;176.58;578.0;17.0;479;100.59;24.638333333333335;23.919833333333322;48.55816666666666;95.67933333333329;54.18;10.137404314544188
27750;Утяжелители спортивные розовые, 2x2,0 кг.;158664849;4631432738252;Shark Fit;7;7;10;17;17;17;24;31;23;27;34;25;38;31;38;36;28;22;26;38;44;25;20;27;13;21;18;30;10;15;9;6;8;12;14;9;13;11;26;8;13;16;19;23;17;10;14;13;7;164;Утяжелители;18;79.2;0.32;178.98;1384.0;26.0;1024;215.04;91.79666666666667;90.26066666666668;182.05733333333336;361.0426666666666;201.72;17.779036458333337
27751;Утяжелители спортивные черные, 2x2,0 кг.;158664850;4631688950781;Shark Fit;0;0;0;0;0;1;0;0;1;9;9;12;15;22;17;15;11;13;20;18;18;31;22;28;27;21;22;14;18;31;24;19;17;22;24;28;20;20;31;12;17;28;20;20;31;28;27;33;33;515;Утяжелители;18;79.2;0.32;173.19;1169.0;11.0;1040;218.4;94.86833333333333;93.30833333333334;188.17666666666668;373.23333333333323;215.51;18.093910256410258
50962;Контейнер из полимеров 1,1л;161526395;4638228580804;Birdhouse;3;2;2;2;4;2;2;5;6;4;2;1;5;4;3;3;2;3;3;3;8;5;9;6;5;4;3;4;4;8;2;7;8;10;7;6;3;3;1;5;5;8;1;2;3;5;5;4;5;642;Контейнеры из полимеров;20;79.2;0.32;180.95;675.0;17.0;560;128.79999999999998;28.50833333333334;27.66833333333334;56.17666666666668;110.67333333333333;61.16;10.031547619047622
50964;Контейнер из полимеров 2,3л;161526397;4638384196352;Birdhouse;1;4;0;3;1;5;1;3;4;3;3;6;6;5;5;2;1;3;7;4;11;9;16;7;2;6;5;3;8;13;5;6;8;9;6;7;5;5;5;8;13;5;14;6;4;5;8;11;7;415;Контейнеры из полимеров;20;79.2;0.32;242.39;740.0;0.0;740;170.20000000000002;41.368333333333325;40.25833333333332;81.62666666666664;161.03333333333333;66.44;11.030630630630625
G0129;Круги полировальные, D 100mm;163522663;4640769213523;Flex Drive;2;0;2;2;3;3;2;1;0;2;1;0;3;1;3;4;2;1;1;1;1;1;0;3;1;2;1;3;0;2;6;2;5;2;5;3;3;3;0;3;0;1;3;2;1;3;3;1;6;470;Круги полировальные;22;54.0;0.32;109.09;404.0;11.0;359;89.75;17.693333333333335;17.15483333333334;34.84816666666667;68.61933333333333;62.9;9.707010213556176
B0183;Контейнер для мусора настольный;163539258;4642534282956;Birdhouse;2;1;5;2;1;1;7;6;5;5;6;4;5;0;1;2;5;2;2;1;2;1;0;3;3;1;4;1;2;0;0;0;4;1;1;2;2;1;1;0;0;2;1;2;1;0;0;2;0;213;Мусорные ведра;17;91.8;0.56;300.59;1059.0;12.0;931;186.20000000000002;58.73500000000003;57.33849999999998;116.07350000000001;229.354;76.3;12.467615467239527
J0021;Нож для нарезки картофеля;163532332;4642588206427;Shiny Kitchen;5;6;5;4;5;5;2;6;2;4;4;6;7;5;2;9;8;23;26;17;22;20;17;9;13;8;16;9;3;2;7;4;8;1;4;2;1;4;5;4;1;3;7;6;4;3;5;2;3;851;Ножи для фигурной резки;20;54.0;-0.15999999999999998;89.97;362.0;6.0;340;78.2;19.63833333333333;19.128333333333334;38.766666666666666;76.51333333333332;85.04;11.401960784313726
50963;Контейнер из полимеров 1,8л;161526396;4638347947854;Birdhouse;0;4;0;4;2;7;2;0;6;7;6;8;5;7;2;10;2;3;3;4;2;13;22;9;7;12;11;9;8;10;1;26;11;19;8;11;7;9;2;6;7;5;4;10;4;13;3;9;5;437;Контейнеры из полимеров;20;79.2;0.32;210.84;810.0;21.0;639;146.97;33.665000000000006;32.706500000000005;66.37150000000001;130.82599999999994;62.05;10.386776212832553
G0068;Застежка для уменьшения  брюк черный;165085203;4644614491142;JewelryMeverly;10;1;5;8;9;13;16;9;11;14;5;8;18;11;19;12;12;7;12;11;8;17;18;10;7;8;8;5;5;6;3;11;6;4;6;8;6;6;5;6;10;6;11;12;6;8;15;7;5;524;Ремни;23;54.0;0.32;66.07;364.0;17.0;302;78.52;17.235000000000007;16.782000000000004;34.01700000000001;67.12800000000001;101.6;11.263907284768216
17008;Шариковая ручка с флешкой;165768123;4647292705501;Parchment;6;4;5;4;8;4;3;5;2;5;2;1;2;3;4;1;6;0;0;0;3;3;0;0;0;1;0;0;1;1;0;1;0;0;1;0;2;0;1;0;1;0;0;0;0;1;0;2;0;265;Flash-накопители;15;54.0;0.32;357.14;1101.0;21.0;869;156.42;50.24;48.93649999999999;99.17649999999999;195.74600000000007;54.81;11.41271576524741
J0401;Головоломка детская;158550081;4630470223805;Kids Zone;6;13;0;2;0;1;0;2;0;2;4;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;2;2;1;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;2;1;0;1;97;Головоломки;19;54.0;0.32;215.84;1450.0;56.0;638;140.35999999999999;37.96666666666667;37.00966666666667;74.97633333333334;148.03866666666661;68.59;11.751776384535006
G0066;Застежка для уменьшения  брюк серебро;165085192;4644410391875;JewelryMeverly;6;7;7;9;8;10;13;14;6;6;10;8;8;15;22;6;9;12;13;12;13;7;8;3;12;5;8;9;9;10;14;11;6;14;14;10;11;14;6;11;15;14;19;6;12;8;17;13;12;644;Ремни;23;54.0;0.32;66.07;365.0;17.0;302;78.52;17.235000000000007;16.782000000000004;34.01700000000001;67.12800000000001;101.6;11.263907284768216
50443;Расческа с зеркальцем, розовая;156986258;4628004060781;REVOLUT;3;2;1;5;2;2;0;4;1;0;0;3;4;2;4;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Расчески;23;54.0;0.32;73.72;538.0;9.0;489;127.13999999999999;39.023333333333355;38.28983333333334;77.31316666666669;153.1593333333333;207.76;15.810463531015683
50291;Менажница с подносом;156997908;4628439428132;Shiny Kitchen;5;4;0;2;1;3;3;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Менажницы;20;79.2;0.32;433.57;2247.0;19.0;1820;418.59999999999997;148.10500000000008;145.37499999999997;293.48;581.5000000000001;134.12;16.125274725274725
G0336;Органайзер для авто;161841719;4638525126262;Flex Drive;5;0;1;2;0;0;2;1;3;2;3;3;0;0;1;2;3;4;1;4;0;2;2;7;7;7;4;5;4;2;7;5;1;0;4;6;2;1;2;2;2;4;1;2;2;4;2;0;1;702;Органайзеры в багажник;17;91.8;0.56;246.75;802.0;14.0;689;137.79999999999998;35.44166666666668;34.408166666666666;69.84983333333335;137.6326666666667;55.78;10.137856797290763
B0222;Полка для ванной 2шт;158508963;4630612588472;Birdhouse;1;1;2;0;2;6;2;0;4;3;4;4;6;3;3;5;5;1;3;4;0;3;5;3;1;1;1;1;2;4;0;2;1;0;1;1;1;0;0;1;1;0;0;1;2;0;1;1;1;733;Полки для ванной;19;104.4;0.8;412.01;1090.0;14.0;937;206.14;35.741666666666674;34.336166666666664;70.07783333333333;137.34466666666668;33.34;7.4789576663109205
G0069;Застежка для уменьшения  брюк латунь;165118565;4645471315596;JewelryMeverly;1;0;0;1;0;4;2;2;1;7;2;3;1;0;3;2;0;1;4;3;2;2;6;7;5;3;4;5;3;2;3;2;1;3;2;0;0;1;3;0;3;1;1;1;0;2;0;1;3;622;Ремни;23;54.0;0.32;66.07;368.0;18.0;301;78.25999999999999;17.111666666666665;16.66016666666667;33.77183333333333;66.64066666666669;100.86;11.219878183831673
Z0501;Графин для воды;158358449;4630112870930;Limpide Side;10;2;1;3;2;6;4;2;5;5;1;3;1;7;5;2;0;7;4;0;5;5;2;6;5;6;4;6;4;8;4;3;5;4;6;0;4;2;1;3;12;5;0;8;2;1;4;1;3;24;Графины;20;66.60000000000001;0.08000000000000002;503.49;2006.0;13.0;1745;401.34999999999997;128.9266666666667;126.30916666666666;255.23583333333335;505.2366666666668;100.35;14.626695319961797
50186;Узловая сетка для мытья посуды;156989056;4628049688759;Shiny Kitchen;36;45;33;38;44;53;46;31;31;36;47;35;40;38;29;28;23;33;31;18;13;34;39;36;34;43;23;32;21;27;40;18;26;20;18;11;19;16;11;15;13;10;13;12;14;21;17;17;1;0;Губки для посуды;17;54.0;0.32;25.28;391.0;23.0;301;60.199999999999996;26.92;26.468500000000002;53.38850000000001;105.87400000000004;418.81;17.737043189368773
A5402;Хлебница;156996317;4628274247226;Shiny Kitchen;8;2;4;5;8;7;4;5;6;3;2;5;2;6;0;2;2;6;6;6;9;4;7;7;9;12;4;0;7;7;4;3;4;5;0;5;1;0;8;2;6;0;3;3;4;2;4;3;3;233;Хлебницы;20;104.4;0.8;329.92;1532.0;21.0;1210;278.3;82.89666666666666;81.08166666666665;163.9783333333333;324.3266666666667;98.3;13.551928374655644
B0158;Полка для моющих губок;156996517;4628291484123;Shiny Kitchen;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Держатели кухонные;20;66.60000000000001;0.08000000000000002;146.15;773.0;12.0;680;156.4;51.80833333333334;50.78833333333333;102.59666666666666;203.15333333333336;139.0;15.087745098039214
G0067;Застежка для уменьшения  брюк золото;165085196;4644418291597;JewelryMeverly;0;2;6;1;2;0;1;0;1;1;0;1;1;1;11;3;3;1;1;3;7;3;3;1;0;1;0;5;2;2;3;2;0;0;1;1;1;0;4;0;1;3;1;1;1;1;1;2;1;442;Ремни;23;54.0;0.32;72.16;339.0;11.0;301;78.25999999999999;16.096666666666664;15.645166666666668;31.741833333333332;62.58066666666668;86.72;10.545459579180509
50444;Расческа с зеркальцем, зеленая;156986259;4628022980818;REVOLUT;1;0;2;1;2;1;0;5;1;1;0;3;1;0;1;1;0;0;0;1;0;0;0;0;3;4;1;1;0;4;2;4;2;3;3;2;1;2;0;1;3;5;1;2;5;6;1;3;1;318;Расчески;23;54.0;0.32;73.45;320.0;6.0;300;78.0;15.758333333333331;15.308333333333332;31.066666666666663;61.23333333333335;83.37;10.355555555555554
G0413;Спортивный пояс размер XXL;37338500;4683663822330;Shark Fit;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Пояса для похудения;20;54.0;0.32;139.67;3214.0;86.0;449;103.27000000000001;25.343333333333334;24.66983333333333;50.01316666666666;98.67933333333336;70.65;11.138789903489235
21202;"Чехол-конверт для MacBook Pro 15"" Retina, черный";8455577;7432141550531;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для ноутбуков;23;66.60000000000001;0.08000000000000002;445.15;2555.0;60.0;1022;265.72;40.75499999999999;39.222;79.97699999999999;156.888;35.24;7.825538160469666
B0233;Сервировочный коврик;157339104;4629353837857;Birdhouse;2;3;2;2;1;5;3;6;4;1;4;3;7;2;3;4;1;1;0;4;0;2;0;0;0;1;2;0;7;4;0;2;1;2;0;3;2;4;2;5;1;3;0;2;1;3;1;0;1;141;Плейсматы;19;66.60000000000001;0.08000000000000002;276.77;924.0;8.0;850;187.0;53.27166666666668;51.99666666666665;105.26833333333333;207.98666666666668;75.15;12.384509803921569
B0179;Органайзер для проводов, 41,4*16,6*14,2 см, черный;163522431;4640365776446;Birdhouse;0;0;2;1;2;3;0;1;1;0;0;0;0;1;2;1;0;3;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;2;1;0;0;0;0;1;1;1;Держатели проводов;15;117.0;1.04;510.74;2232.0;38.0;1383;248.94;84.38666666666666;82.31216666666668;166.69883333333334;329.24866666666657;64.47;12.053422511448543
20602;Силиконовый чехол для телефона Samsung Galaxy S10E;8452774;7432141550671;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;400.0;58.0;168;43.68;6.592948717948721;6.340948717948718;12.933897435897439;25.363794871794852;82.45;7.698748473748475
50445;Расческа с зеркальцем, фиолетовая;156986260;4628046655358;REVOLUT;1;1;1;0;1;2;0;1;1;1;1;6;1;1;2;0;0;0;7;5;4;3;1;3;2;4;1;11;13;12;6;8;5;12;10;5;11;10;4;7;13;11;17;21;14;12;12;17;18;305;Расчески;23;54.0;0.32;73.45;320.0;6.0;300;78.0;15.758333333333331;15.308333333333332;31.066666666666663;61.23333333333335;83.37;10.355555555555554
G0503;Набор игрушек для собак розовый;165108118;4645326115852;SS&Y Group;11;9;5;10;11;13;19;12;13;6;15;18;18;16;14;10;10;10;10;11;8;9;8;8;8;5;5;12;10;3;2;4;3;6;2;3;3;2;6;3;8;6;5;7;6;5;3;10;1;733;Игрушки для животных;12;66.60000000000001;0.08000000000000002;120.6;458.0;9.0;416;62.400000000000006;27.73333333333334;27.109333333333325;54.842666666666666;108.4373333333333;89.91;13.183333333333334
G0504;Набор игрушек для собак синий;165108120;4645463713485;SS&Y Group;9;9;14;6;11;11;10;9;7;8;5;11;13;9;7;6;4;8;5;8;6;2;4;6;3;6;7;1;11;6;6;3;5;7;3;7;4;7;9;9;7;5;12;6;8;9;7;4;8;724;Игрушки для животных;12;66.60000000000001;0.08000000000000002;120.6;458.0;9.0;416;62.400000000000006;27.73333333333334;27.109333333333325;54.842666666666666;108.4373333333333;89.91;13.183333333333334
G0505;Набор игрушек для собак мелких пород;165768774;4647533992240;SS&Y Group;9;6;12;14;11;12;9;9;9;5;10;22;15;8;12;11;12;14;13;12;11;12;12;7;13;13;12;10;14;7;7;6;6;10;2;3;5;8;6;10;10;13;10;9;12;15;4;8;6;496;Игрушки для животных;12;66.60000000000001;0.08000000000000002;141.17;539.0;12.0;474;71.10000000000001;32.521666666666675;31.81066666666667;64.33233333333334;127.24266666666665;90.13;13.572222222222223
B0180;Органйзер для проводов, 32*13*13 см, черный;163522432;4640686668949;Birdhouse;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Держатели проводов;15;117.0;1.04;346.03;1807.0;17.0;1499;269.82;127.69166666666666;125.44316666666668;253.13483333333335;501.7726666666668;145.01;16.88691349788748
A2261;Чайник стеклянный жаропрочный;160012261;4636831789003;Limpide Side;5;5;4;5;3;8;4;2;4;4;4;9;7;8;5;11;5;4;5;2;4;4;4;3;2;3;5;1;4;6;3;3;1;6;1;2;5;2;3;5;7;5;3;2;4;2;7;2;9;495;Чайники заварочные;20;117.0;1.04;251.45;1109.0;12.0;975;224.25;63.71666666666667;62.25416666666668;125.97083333333335;249.0166666666666;99.03;12.920085470085471
A5103;Держатель для украшений, белый;165759936;4647051555576;REVOLUT;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Держатели для украшений;17;66.60000000000001;0.08000000000000002;75.1;441.0;7.0;410;82.0;31.050000000000004;30.435000000000002;61.48500000000001;121.73999999999994;162.1;14.996341463414636
G0636;Фонарь-прожектор;165763226;4647277236624;Ocean of Light;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Фонари спортивные;18;66.60000000000001;0.08000000000000002;878.91;2627.0;0.0;1970;413.7;101.79833333333335;98.84333333333332;200.64166666666665;395.37333333333345;44.98;10.184856175972927
G0413;Спортивный пояс размер XXL;37338500;7432141557675;Shark Fit;14;8;2;3;2;3;18;2;12;9;15;9;8;6;5;3;5;5;5;5;9;7;7;9;4;12;5;6;4;3;2;5;2;4;3;7;3;6;3;3;0;0;3;2;7;1;3;2;3;309;Пояса для похудения;20;54.0;0.32;139.67;3214.0;0.0;449;103.27000000000001;25.343333333333334;24.66983333333333;50.01316666666666;98.67933333333336;70.65;11.138789903489235
50473;Поднос для украшений черный;160008112;4636724479905;REVOLUT;13;4;8;8;8;7;7;8;7;3;8;4;3;12;5;9;2;3;5;5;3;3;1;4;7;4;7;2;4;25;2;1;5;4;1;0;2;5;3;5;7;2;3;2;0;2;2;3;1;168;Подносы;20;54.0;0.32;116.08;529.0;13.0;460;105.8;30.686666666666675;29.996666666666666;60.68333333333334;119.98666666666666;103.37;13.192028985507248
50474;Поднос для украшений золотой;160008113;4636791171689;REVOLUT;11;1;6;3;4;4;4;2;0;4;3;6;6;3;5;6;3;3;1;3;2;3;0;4;2;2;6;0;3;2;2;7;2;4;2;2;4;0;2;0;2;3;0;3;1;2;1;0;4;210;Подносы;20;54.0;0.32;110.55;471.0;13.0;409;94.07;25.063333333333354;24.449833333333334;49.51316666666669;97.79933333333331;88.47;12.105908720456405
50187;Швабра для окон, длинная;165344717;4645780866079;Birdhouse;3;4;6;2;6;6;4;5;9;4;4;9;15;5;7;4;3;4;7;15;8;10;7;6;12;9;15;9;13;18;10;10;10;14;13;13;14;13;22;18;29;25;17;19;16;25;24;19;27;149;Щетки для стекол;17;54.0;-0.15999999999999998;152.66;675.0;17.0;560;112.0;40.22333333333334;39.383333333333326;79.60666666666667;157.53333333333336;103.19;14.21547619047619
50188;Швабра для окон, короткая;165344718;4645837077106;Birdhouse;0;0;1;3;0;1;1;3;5;1;2;6;3;3;3;4;1;2;1;4;3;3;3;1;3;2;9;8;5;9;5;9;10;14;14;9;20;15;19;31;34;27;31;32;36;33;29;29;27;190;Щетки для стекол;17;54.0;-0.15999999999999998;136.48;640.0;17.0;531;106.19999999999999;39.05333333333333;38.25683333333333;77.31016666666666;153.02733333333336;112.12;14.559353421217828
18907;Штатив для смартфона;165345687;4646048882305;SS&Y Group;6;2;2;1;1;2;5;1;3;4;5;8;5;9;6;3;6;5;3;7;7;9;11;6;8;6;11;6;3;8;6;6;7;7;5;7;3;4;1;5;5;5;6;3;4;7;1;10;3;751;Штативы для съемки;19;66.60000000000001;0.08000000000000002;279.09;843.0;11.0;750;165.0;39.885;38.760000000000005;78.64500000000001;155.04;55.55;10.486
19302;Карманная бритва;165345643;4646284158530;SS&Y Group;12;13;15;11;8;8;7;10;5;5;6;9;3;6;2;3;4;5;2;5;9;7;5;2;11;10;8;6;8;8;5;9;3;13;12;11;4;0;0;0;0;0;1;1;0;0;1;0;1;0;Бритвы электрические;15;54.0;0.32;126.81;670.0;12.0;589;106.02;50.36166666666668;49.47816666666666;99.83983333333333;197.9126666666667;156.07;16.95073571024335
19303;Сушилка для обуви электрическая;165870448;4647611959608;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;306;Сушки для обуви;15;54.0;-0.15999999999999998;537.95;599.0;10.0;539;97.02;-24.995000000000005;-25.80350000000001;-50.79850000000002;-103.21400000000001;-19.19;-9.42458256029685
17009;Папка-органайзер;165873061;4647842467538;Parchment;0;0;0;0;0;0;0;2;1;2;0;1;1;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Папки-сумки;23;104.4;0.8;566.97;2824.0;15.0;2400;624.0;184.105;180.50500000000002;364.61;722.0199999999999;127.35;15.192083333333333
G0115;Защитный чехол на кресло;165911349;4647904790840;Flex Drive;2;11;2;9;13;5;3;6;9;10;8;4;13;16;13;3;9;10;12;19;9;13;6;14;12;23;20;26;18;17;11;9;3;9;7;4;8;4;15;12;10;12;5;2;7;8;5;12;7;974;Защита сидений;17;54.0;-0.15999999999999998;93.89;432.0;15.0;367;73.4;24.285000000000004;23.734499999999993;48.019499999999994;94.93800000000002;101.12;13.084332425068117
D0053;Таблетница;166061435;4648324960318;Birdhouse;54;38;37;31;21;23;31;24;22;31;27;13;20;19;20;14;11;8;11;11;7;4;4;4;6;7;2;2;9;7;1;2;1;1;1;0;0;1;5;0;2;1;1;0;2;2;0;1;2;201;Таблетницы;23;54.0;0.32;69.65;429.0;7.0;398;103.48;28.47833333333334;27.881333333333316;56.359666666666655;111.52533333333335;160.12;14.160720268006697
29102;Скрабер мочалка, серый;166194738;4649244078480;REVOLUT;6;3;7;6;8;12;5;15;8;11;6;11;5;7;5;5;9;2;6;7;6;3;5;6;3;5;6;4;2;7;12;4;1;3;4;2;4;3;1;6;3;1;2;8;3;2;4;4;2;29;Мочалки;23;54.0;0.32;50.46;334.0;10.0;300;78.0;19.590000000000003;19.139999999999997;38.730000000000004;76.55999999999999;151.72;12.910000000000002
29103;Скрабер мочалка, розовый;166194739;4649564280549;REVOLUT;1;1;2;3;5;2;3;4;6;2;5;3;3;1;0;3;3;0;1;8;4;3;2;3;5;7;7;2;3;6;9;5;5;11;3;2;5;1;3;3;6;1;2;1;2;2;3;5;3;1255;Мочалки;23;54.0;0.32;53.3;244.0;10.0;219;56.94;9.12666666666667;8.798166666666672;17.924833333333343;35.19266666666665;66.03;8.184855403348559
Z0247;Набор рюмок, черненое серебро;166643946;4652433706750;Your Highball;2;5;1;4;1;1;0;0;0;3;1;2;3;1;5;2;3;0;2;1;0;2;3;1;0;1;3;1;3;5;3;2;1;1;3;3;1;0;2;0;3;4;2;1;1;3;0;2;2;1165;Рюмки;20;117.0;1.04;648.94;2111.0;18.0;1731;398.13;94.48833333333336;91.89183333333332;186.3801666666667;367.56733333333324;56.64;10.767196225688428
G0069;Застежка для уменьшения  брюк латунь;165118565;4644647421062;JewelryMeverly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ремни;23;54.0;0.32;66.07;368.0;0.0;301;78.25999999999999;17.111666666666665;16.66016666666667;33.77183333333333;66.64066666666669;100.86;11.219878183831673
A5104;Держатель для украшений, черный;165759937;4647102669733;REVOLUT;4;8;8;10;8;10;11;13;12;18;12;26;21;4;0;1;2;0;1;2;1;1;2;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Держатели для украшений;17;66.60000000000001;0.08000000000000002;75.1;390.0;0.0;390;78.0;28.383333333333333;27.798333333333336;56.18166666666667;111.19333333333329;148.06;14.405555555555557
22902;Фотоальбом A4;168222544;4654553548203;Parchment;4;3;0;1;4;3;4;4;3;4;4;2;5;2;4;3;2;1;1;1;2;1;2;1;1;2;2;2;1;5;2;2;3;2;5;3;0;1;1;0;1;1;0;0;0;0;0;0;0;1293;Фотоальбомы;19;66.60000000000001;0.08000000000000002;677.76;1629.0;3.0;1580;347.6;81.34000000000006;78.96999999999997;160.31000000000003;315.8799999999999;46.61;10.146202531645573
G0511;Клетка для грызунов двухэтажная голубая;167143729;4652821948588;SS&Y Group;6;1;0;0;2;1;0;0;2;0;0;0;0;2;0;2;1;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Клетки для животных;12;104.4;0.8;350.96;1812.0;15.0;1540;231.0;142.27333333333334;139.96333333333334;282.2366666666667;559.8533333333334;159.52;18.32705627705628
G0510;Клетка для грызунов двухэтажная розовая;167143727;4652802454770;SS&Y Group;7;0;1;0;0;1;0;1;4;0;1;3;13;6;5;8;5;3;8;5;10;8;9;6;10;3;0;1;2;0;1;0;0;1;0;1;0;2;0;0;0;1;1;1;1;2;1;1;1;0;Клетки для животных;12;104.4;0.8;350.96;1647.0;15.0;1399;209.85;122.29833333333335;120.19983333333333;242.4981666666667;480.79933333333327;137.0;17.33367881820348
Z0246;Набор рюмок, бронза;166643945;4652210873651;Your Highball;7;6;3;2;0;2;1;3;2;1;1;1;0;2;6;1;0;1;3;2;3;1;1;3;5;3;1;3;2;1;2;1;1;0;0;2;3;1;1;0;0;1;2;1;2;1;0;1;1;1234;Рюмки;20;117.0;1.04;648.94;1968.0;7.0;1830;420.90000000000003;107.1933333333333;104.44833333333332;211.64166666666662;417.7933333333332;64.38;11.565118397085607
